qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q1A4Q5A5Q1,Please specify,Freetext,please_specify_reasontest,please_specify_reasontest,please_specify_reasontest,please_specify_reasontest,NA,NA,init_viro_reason_specify,1
Q1A4Q6A1,Times tested for COVID-19 in the 15 days prior,Single Answer,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,Previous tests were done,Previous tests were done,init_viro_timestested,1
Q1A4Q6A1Q1,Date that this person was last tested for COVID-19,Date/Time,last_time_this_person_was_tested_for_covid_19,last_time_this_person_was_tested_for_covid_19,last_time_this_person_was_tested_for_covid_19,last_time_this_person_was_tested_for_covid_19,NA,NA,init_viro_latest_date,1
Q1A4Q6A1Q2A1,Result of previous test:,Single Answer,result_of_previous_test,result_of_previous_test,result_of_previous_test,result_of_previous_test,POSITIVE for COVID-19,POSITIVE for COVID-19,init_viro_previous_result,1
Q1A4Q6A1Q2A2,Result of previous test:,Single Answer,result_of_previous_test,result_of_previous_test,result_of_previous_test,result_of_previous_test,NEGATIVE for COVID-19,NEGATIVE for COVID-19,init_viro_previous_result,1
Q1A4Q6A1Q2A3,Result of previous test:,Single Answer,result_of_previous_test,result_of_previous_test,result_of_previous_test,result_of_previous_test,POSITIVE for other pathogens,POSITIVE for other pathogens,init_viro_previous_result,1
Q1A4Q6A1Q2A3Q1,Please specify which pathogens,Freetext,please_specify_which_pathogens,please_specify_which_pathogens,please_specify_which_pathogens,please_specify_which_pathogens,NA,NA,init_viro_previous_result_otherpath_specify,1
Q1A4Q6A2,Times tested for COVID-19 in the 15 days prior,Single Answer,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,times_tested_for_covid_19_in_the_15_days_prior,Previous tests were not done,Previous tests were not done,init_viro_timestested,1
Q1A4Q7A1,Type of sample,Single Answer,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,Nasal swab,Nasal swab,init_viro_sample_type,1
Q1A4Q7A2,Type of sample,Single Answer,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,Throat swab,Throat swab,init_viro_sample_type,1
Q1A4Q7A3,Type of sample,Single Answer,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,Nasopharyngeal swab,Nasopharyngeal swab,init_viro_sample_type,1
Q1A4Q7A4,Type of sample,Single Answer,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,type_of_sample_clone_1f450c7b-5dd7-44ef-b9f8-addb293a2374,Other,Other,init_viro_sample_type,1
Q1A4Q7A4Q1,Please specify,Freetext,please_specify_sampletype,please_specify_sampletype,please_specify_sampletype,please_specify_sampletype,POSITIVE for other pathogens,NA,init_viro_sample_type_specify,1
Q1A4Q8A1,Type of test,Single Answer,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,PCR,PCR,init_viro_test_type,1
Q1A4Q8A2,Type of test,Single Answer,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,Whole genome sequencing ,Whole genome sequencing ,init_viro_test_type,1
Q1A4Q8A3,Type of test,Single Answer,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,Partial genome sequencing ,Partial genome sequencing ,init_viro_test_type,1
Q1A4Q8A4,Type of test,Single Answer,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,type_of_test_clone_2e166818-ba95-4cdc-93f4-c8b8535fb315,Other,Other,init_viro_test_type,1
Q1A4Q8A4Q1,Please specify,Freetext,please_specify_testtype_clone_4b950ae7-ff5d-4ee1-8488-dc7bde9f043e,please_specify_testtype_clone_4b950ae7-ff5d-4ee1-8488-dc7bde9f043e,please_specify_testtype_clone_4b950ae7-ff5d-4ee1-8488-dc7bde9f043e,please_specify_testtype_clone_4b950ae7-ff5d-4ee1-8488-dc7bde9f043e,NA,NA,init_viro_test_type_specify,1
Q1A4Q9A1,Result,Single Answer,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,POSITIVE for COVID-19,POSITIVE for COVID-19,init_viro_result,1
Q1A4Q11A1Q1,Specify date shipped,Date/Time,specify_date_clone_db7f8ca5-58c9-4786-aa30-de246df019b1,specify_date_clone_db7f8ca5-58c9-4786-aa30-de246df019b1,specify_date_clone_db7f8ca5-58c9-4786-aa30-de246df019b1,specify_date_clone_db7f8ca5-58c9-4786-aa30-de246df019b1,NA,NA,init_viro_otherlab_date,1
Q1A4Q11A1Q2,Name of the laboratory:,Freetext,name_of_the_laboratory_clone_a21359ad-dc78-4826-8031-78627b08365c,name_of_the_laboratory_clone_a21359ad-dc78-4826-8031-78627b08365c,name_of_the_laboratory_clone_a21359ad-dc78-4826-8031-78627b08365c,name_of_the_laboratory_clone_a21359ad-dc78-4826-8031-78627b08365c,NA,NA,init_viro_otherlab_name,1
Q1A4Q9A2,Result,Single Answer,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,NEGATIVE for COVID-19,NEGATIVE for COVID-19,init_viro_result,1
Q1A4Q9A3,Result,Single Answer,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,result_covid_19_antibody_titres_clone_c9af64ca-adea-416b-ab54-d700a621bf8a,POSITIVE for other pathogens,POSITIVE for other pathogens,init_viro_result,1
Q1A4Q9A3Q1,Please specify which pathogens,Freetext,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9,titre_enter_parts_diluent_neg_clone_efd591cf-8efa-4c48-b6d1-fe0a329060d9,NA,NA,init_viro_result_otherpath_specify,1
Q1A5,Initial reporting form ,Multiple answers,initial_reporting_form,initial_reporting_form,initial_reporting_form,initial_reporting_form,Status of initial reporting form completion (checklist to be filled when all data have been entered for day 1),Status of initial reporting form completion (checklist to be filled when all data have been entered for day 1),init_form,0
Q1A5Q1A1,Form completed,Single Answer,form_completed,form_completed,form_completed,form_completed,Yes,Yes,init_form_completion_complete,0
Q1A5Q1A2,Form completed,Single Answer,form_completed,form_completed,form_completed,form_completed,No or partially,No or partially,init_form_completion_complete,0
Q1A5Q1A2Q1A1,Reason,Multiple answers,reason,reason,reason,reason,Missed,Missed,init_form_completion_complete_no_reason,1
Q1A5Q1A2Q1A2,Reason,Multiple answers,reason,reason,reason,reason,Not attempted,Not attempted,init_form_completion_complete_no_reason,1
Q1A5Q1A2Q1A3,Reason,Multiple answers,reason,reason,reason,reason,Not performed,Not performed,init_form_completion_complete_no_reason,1
Q1A5Q1A2Q1A4,Reason,Multiple answers,reason,reason,reason,reason,Refusal,Refusal,init_form_completion_complete_no_reason,1
Q1A5Q1A2Q1A5,Reason,Multiple answers,reason,reason,reason,reason,Other,Other,init_form_completion_complete_no_reason,1
Q1A5Q1A2Q1A5Q1,Please specify,Freetext,please_specify_reasoncompletion,please_specify_reasoncompletion,please_specify_reasoncompletion,please_specify_reasoncompletion,NA,NA,init_form_completion_complete_no_reason_specify,1
Q2A1,Follow-up form ,Multiple answers,follow_up_form,follow_up_form,follow_up_form,follow_up_form,Follow-up form to be completed by INVESTIGATOR,Follow-up form to be completed by INVESTIGATOR,fu_invest,0
Q2A1Q1,Unique health worker ID,Freetext,unique_health_worker_id-investigatorfu,unique_health_worker_id-investigatorfu,unique_health_worker_id-investigatorfu,unique_health_worker_id-investigatorfu,NA,NA,fu_invest_id,0
Q2A1Q2A1,Outcome,Single Answer,outcome_fu,outcome_fu,outcome_fu,outcome_fu,Alive,Alive,outcome,0
Q2A1Q2A2,Outcome,Single Answer,outcome_fu,outcome_fu,outcome_fu,outcome_fu,Dead,Dead,outcome,0
Q2A1Q2A2Q1,Cause of death,Freetext,cause_of_death_outcome,cause_of_death_outcome,cause_of_death_outcome,cause_of_death_outcome,NA,NA,outcome_deathcause,1
Q2A1Q2A3,Outcome,Single Answer,outcome_fu,outcome_fu,outcome_fu,outcome_fu,Unknown,Unknown,outcome,0
Q2A1Q2A4,Outcome,Single Answer,outcome_fu,outcome_fu,outcome_fu,outcome_fu,NA,NA,outcome,0
Q2A1Q3A1,Outcome current as of date,Single Answer,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,The date of outcome is known,The date of outcome is known,outcome_date_known,0
Q2A1Q3A1Q1,Enter date,Date/Time,enter_date_outcome,enter_date_outcome,enter_date_outcome,enter_date_outcome,NA,NA,outcome_date,1
Q2A1Q3A2,Outcome current as of date,Single Answer,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,outcome_current_as_of_date_outcome,The date of outcome is unknown,The date of outcome is unknown,outcome_date_known,
Q2A1Q4A1,Hospitalization,Single Answer,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,Yes,Yes,hospitalization,0
Q2A1Q4A1Q1A1,Is the date of hospitalization known?,Single Answer,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,The date of first hospitalization is known,The date of first hospitalization is known,hospitalization_date_known,1
Q2A1Q4A1Q1A1Q1,Enter date,Date/Time,enter_date_hosp,enter_date_hosp,enter_date_hosp,enter_date_hosp,NA,NA,hospitalization_date,1
Q2A1Q4A1Q1A2,Is the date of hospitalization known?,Single Answer,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,the_date_of_hospitalization_is_known,The date of first hospitalization is unknown,The date of first hospitalization is unknown,hospitalization_date_known,1
Q2A1Q4A1Q2,Reason for hospitalization,Freetext,reason_for_hospitalization_outcome,reason_for_hospitalization_outcome,reason_for_hospitalization_outcome,reason_for_hospitalization_outcome,NA,NA,hospitalization_reason,1
Q2A1Q4A2,Hospitalization,Single Answer,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,No,No,hospitalization,
Q2A1Q4A3,Hospitalization,Single Answer,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,hospitalization_outcome,Unknown,Unknown,hospitalization,0
Q2A1Q5A1,Have you been classified as a suspected OR probable OR confirmed COVID-19 case since participating in this study?,Single Answer,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,e_stato_classificato_come_caso_di_covid_19_sospetto_o_probabile_o_confermato_da_quando_ha_iniziato_a_partecipare_a_questo_studio,هل_تم_تصنيفك_بصفتك_حالة_إصابة_مشتبه_فيها_أو_محتملة_أو_مؤكدة_بمرض_كوفيد_19_منذ_الاشتراك_في_هذه_الدراسة؟,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,Yes,Yes,fu_covid_statuschange,0
Q2A1Q5A2,Have you been classified as a suspected OR probable OR confirmed COVID-19 case since participating in this study?,Single Answer,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,e_stato_classificato_come_caso_di_covid_19_sospetto_o_probabile_o_confermato_da_quando_ha_iniziato_a_partecipare_a_questo_studio,هل_تم_تصنيفك_بصفتك_حالة_إصابة_مشتبه_فيها_أو_محتملة_أو_مؤكدة_بمرض_كوفيد_19_منذ_الاشتراك_في_هذه_الدراسة؟,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,No,No,fu_covid_statuschange,0
Q2A1Q5A3,Have you been classified as a suspected OR probable OR confirmed COVID-19 case since participating in this study?,Single Answer,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,e_stato_classificato_come_caso_di_covid_19_sospetto_o_probabile_o_confermato_da_quando_ha_iniziato_a_partecipare_a_questo_studio,هل_تم_تصنيفك_بصفتك_حالة_إصابة_مشتبه_فيها_أو_محتملة_أو_مؤكدة_بمرض_كوفيد_19_منذ_الاشتراك_في_هذه_الدراسة؟,have_you_been_classified_as_a_suspected_or_probable_or_confirmed_covid_19_case_since_participating_in_this_study,Unknown,Unknown,fu_covid_statuschange,0
Q2A2,Follow-up form ,Multiple answers,follow_up_form,follow_up_form,follow_up_form,follow_up_form,Follow-up form to be completed by INTERVIEWER,Follow-up form to be completed by INTERVIEWER,fu_inter,0
Q2A2Q1,Unique health worker ID,Freetext,unique_health_worker_id_interviewer_clone_4d0f3dfa-defd-4f62-b7aa-ac90dbf49cae,unique_health_worker_id_interviewer_clone_4d0f3dfa-defd-4f62-b7aa-ac90dbf49cae,unique_health_worker_id_interviewer_clone_4d0f3dfa-defd-4f62-b7aa-ac90dbf49cae,unique_health_worker_id_interviewer_clone_4d0f3dfa-defd-4f62-b7aa-ac90dbf49cae,NA,NA,fu_inter_id,0
Q2A2Q10A1,Shortness of breath,Single Answer,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,Yes,Yes,fu_shortness_of_breath,1
Q2A2Q10A2,Shortness of breath,Single Answer,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,No,No,fu_shortness_of_breath,1
Q2A2Q10A3,Shortness of breath,Single Answer,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,shortness_of_breath_clone_7f865fb0-e18e-4bf3-864d-002b79e929e2,Unknown,Unknown,fu_shortness_of_breath,1
Q2A2Q11A1,Chills,Single Answer,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,Yes,Yes,fu_chills,1
Q2A2Q11A2,Chills,Single Answer,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,No,No,fu_chills,1
Q2A2Q11A3,Chills,Single Answer,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,chills_clone_b9ecb1da-2e57-4d8a-89fe-8bda35c1cfa5,Unknown,Unknown,fu_chills,1
Q2A2Q12A1,Vomiting,Single Answer,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,Yes,Yes,fu_vomiting,1
Q2A2Q12A2,Vomiting,Single Answer,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,No,No,fu_vomiting,1
Q2A2Q12A3,Vomiting,Single Answer,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,vomiting_clone_ddb869c0-4a16-4023-8c7f-62eb5d006a7c,Unknown,Unknown,fu_vomiting,1
